Title,Word count,#REF!,Type,S.E. omnibus name,In omnibus?,Date published,#REF!,First published in,Also published in,Alternate title(s),Transcription,Page scans,Notes,Custom columns...,by Cowper,Book Number,Hymn Number,Reference or Section,First Line,Meter,Sub-section,Notes
David' a Charge to Solomon,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_20.html,https://archive.org/details/worksofrevjohnne03newt/page/483/mode/1up,,,No,II,XX,Seasons,"O David’s Son, and David’s Lord!","8,8,8,8","AFTER SERMONS TO YOUNG PEOPLE, ON NEW YEARS' EVENINGS, SUITED TO THE SUBJECTS.",
The Lord's Call to his Children,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_21.html,https://archive.org/details/worksofrevjohnne03newt/page/484/mode/1up,,,No,II,XXI,Seasons,Let us adore the grace that seeks,"8,6,8,6",,
The Prayer of Jabez,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_22.html,https://archive.org/details/worksofrevjohnne03newt/page/485/mode/1up,,,No,II,XXII,Seasons,"Jesus, who bought us with his blood","8,6,8,6",,
Waiting at Wisdom's Gates,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_23.html,https://archive.org/details/worksofrevjohnne03newt/page/486/mode/1up,,,No,II,XXIII,Seasons,Ensnar'd too long my heart has been,"8,6,8,6",,
Asking the Way to Zion,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_24.html,https://archive.org/details/worksofrevjohnne03newt/page/487/mode/1up,,,No,II,XXIV,Seasons,"Zion, the city of our God","8,6,8,6",,
We were Pharaoh's Bondmen,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_25.html,https://archive.org/details/worksofrevjohnne03newt/page/488/mode/1up,,,No,II,XXV,Seasons,Beneath the tyrant Satan’s yoke,"8,6,8,6",,
Travailling in Birth for Souls,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_26.html,https://archive.org/details/worksofrevjohnne03newt/page/489/mode/1up,,,No,II,XXVI,Seasons,What contradictions meet,"6,6,6,6,8,8",,
We are Ambassadors for Christ,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_27.html,https://archive.org/details/worksofrevjohnne03newt/page/490/mode/1up,,,No,II,XXVII,Seasons,Thy message by the preacher seal,"8,6,8,6",,
Paul's Farewell Charge,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_28.html,https://archive.org/details/worksofrevjohnne03newt/page/491/mode/1up,,,No,II,XXVIII,Seasons,When Paul was parted from his friends,"8,6,8,6",,
How Shall I Put Thee Among The Children,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_29.html,https://archive.org/details/worksofrevjohnne03newt/page/492/mode/1up,,,No,II,XXIX,Seasons,Alas! by nature how deprav'd,"8,6,8,6",,
Winter,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_30.html,https://archive.org/details/worksofrevjohnne03newt/page/493/mode/1up,,,No,II,XXX,Seasons,"See, how rude winter's icy hand","8,8,8,8",,
Waiting for Spring,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_31.html,https://archive.org/details/worksofrevjohnne03newt/page/494/mode/1up,,,No,II,XXXI,Seasons,"Though cloudy skies, and northern blasts","8,8,8,8",,
Spring,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_32.html,https://archive.org/details/worksofrevjohnne03newt/page/495/mode/1up,,,No,II,XXXII,Seasons,Bleak winter is subdu'd at length,"8,6,8,6",,
Spring,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_33.html,https://archive.org/details/worksofrevjohnne03newt/page/496/mode/1up,,,No,II,XXXIII,Seasons,Pleasing spring again is here!,"7,7,7,7D",,
Summer Storms,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_34.html,https://archive.org/details/worksofrevjohnne03newt/page/497/mode/1up,,,No,II,XXXIV,Seasons,Though the morn may be serene,"7,7,7,7D",,
Hay-time,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_35.html,https://archive.org/details/worksofrevjohnne03newt/page/499/mode/1up,,,No,II,XXXV,Seasons,"The grass, and flow’rs, which clothe the field","8,6,8,6",,
Harvest,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.NewYear2.h2_36.html,https://archive.org/details/worksofrevjohnne03newt/page/500/mode/1up,,,No,II,XXXVI,Seasons,See! the corn again in ear!,"7,7,7,7D",,
Praise for the Incarnation,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CHRISTMS.h2_37.html,https://archive.org/details/worksofrevjohnne03newt/page/501/mode/1up,,,No,II,XXXVII,Seasons,Sweeter sounds than music knows,"7,7,7,7",Christmas,
Jehovah- Jesus,,,,,FALSE,,,,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CHRISTMS.h2_38.html,https://archive.org/details/worksofrevjohnne03newt/page/502/mode/1up,,,Yes,II,XXXVIII,Seasons,My song shall bless the Lord of all,"8,8,8,8",,
Man Honoured Above Angels),,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CHRISTMS.h2_39.html,https://archive.org/details/worksofrevjohnne03newt/page/503/mode/1up,,,No,II,XXXIX,Seasons,Now let us join with hearts and tongues,"8,8,8,8",,
Saturday Evening,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CHRISTMS.h2_40.html,https://archive.org/details/worksofrevjohnne03newt/page/504/mode/1up,,,No,II,XL,Seasons,Safely through another week,"7,7,7,7,7,7",,
Ebenezer,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.YearEnd.h2_41.html,https://archive.org/details/worksofrevjohnne03newt/page/505/mode/1up,,,No,II,XLI,Seasons,"The Lord, our salvation and light","8,8,8,8a",The Close of the Year,
Ebenezer,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.YearEnd.h2_42.html,https://archive.org/details/worksofrevjohnne03newt/page/506/mode/1up,,,No,II,XLII,Seasons,Let hearts and tongues unite,"6,6,8,6",,
On opening a Place for social Prayer,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_43.html,https://archive.org/details/worksofrevjohnne03newt/page/508/mode/1up,,,No,II,XLIII,Ordinances,"O Lord, our languid souls inspire","8,6,8,6",,
On opening a Place for social Prayer,,,,,FALSE,,,,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_44.html,https://archive.org/details/worksofrevjohnne03newt/page/509/mode/1up,,,Yes,II,XLIV,Ordinances,"Jesus, where'er thy people meet","8,8,8,8",,
The Lord's Day,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_45.html,https://archive.org/details/worksofrevjohnne03newt/page/510/mode/1up,,,No,II,XLV,Ordinances,"How welcome to the saints, when press'd","8,8,8,8",,
Gospel Privileges,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_46.html,https://archive.org/details/worksofrevjohnne03newt/page/511/mode/1up,,,No,II,XLVI,Ordinances,O happy they who know the Lord,"8,6,8,6",,
Gospel Privileges,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_47.html,https://archive.org/details/worksofrevjohnne03newt/page/512/mode/1up,,,No,II,XLVII,Ordinances,Happy are they to whom the Lord,"8,6,8,6",,
Praise for the Continuance of the Gospel,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_48.html,https://archive.org/details/worksofrevjohnne03newt/page/513/mode/1up,,,No,II,XLVIII,Ordinances,"Once, while we aim'd at Zion's songs","8,8,8,8",,
A Famine of the Word,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_49.html,https://archive.org/details/worksofrevjohnne03newt/page/514/mode/1up,,,No,II,XLIX,Ordinances,Gladness was spread through Israel's host,"8,6,8,6",,
Prayer for Ministers,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_50.html,https://archive.org/details/worksofrevjohnne03newt/page/515/mode/1up,,,No,II,L,Ordinances,Chief Shepherd of thy chosen sheep,"8,6,8,6",,
Prayer for a Revival,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_51.html,https://archive.org/details/worksofrevjohnne03newt/page/516/mode/1up,,,No,II,LI,Ordinances,"Saviour, visit thy plantation","8,7,8,7D",,
Hoping for a Revival,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.ORDINANC.h2_52.html,https://archive.org/details/worksofrevjohnne03newt/page/517/mode/1up,,,No,II,LII,Ordinances,"My harp untun'd, and laid aside","8,8,8,8",,
Welcome to the Table,,,,,FALSE,,,,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.SACRAMNT.h2_53.html,https://archive.org/details/worksofrevjohnne03newt/page/518/mode/1up,,,Yes,II,LIII,Ordinances,This is the feast of heav’nly wine,"8,6,8,6",Sacramental Hymns,
Christ Crucified,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.SACRAMNT.h2_54.html,https://archive.org/details/worksofrevjohnne03newt/page/519/mode/1up,,,No,II,LIV,Ordinances,When on the cross my Lord I see,"8,8,8,8",,
Jesus Hasting To Suffer,,,,,FALSE,,,,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.SACRAMNT.h2_55.html,https://archive.org/details/worksofrevjohnne03newt/page/520/mode/1up,,,Yes,II,LV,Ordinances,"The Saviour, what a noble flame","8,6,8,6",,
It Is Good To Be Here,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.SACRAMNT.h2_56.html,https://archive.org/details/worksofrevjohnne03newt/page/521/mode/1up,,,No,II,LVI,Ordinances,Let me dwell on Golgotha,"7,7,7,7",,
Looking at the Cross,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.SACRAMNT.h2_57.html,https://archive.org/details/worksofrevjohnne03newt/page/522/mode/1up,,,No,II,LVII,Ordinances,In evil long I took delight,"8,6,8,6",,
Supplies in the Wilderness,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.SACRAMNT.h2_58.html,https://archive.org/details/worksofrevjohnne03newt/page/523/mode/1up,,,No,II,LVIII,Ordinances,"When Israel, by divine command","8,6,8,6",,
Communion with the Saints in Glory,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.SACRAMNT.h2_59.html,https://archive.org/details/worksofrevjohnne03newt/page/524/mode/1up,,,No,II,LIX,Ordinances,Refreshed by the bread and wine,"8,8,8,8",,
Exhortation to Prayer,,,,,FALSE,,,,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.PRAYER.h2_60.html,https://archive.org/details/worksofrevjohnne03newt/page/525/mode/1up,,,Yes,II,LX,Ordinances,What various hindrances we meet,"8,8,8,8",On Prayer,
Power of Prayer,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.PRAYER.h2_61.html,https://archive.org/details/worksofrevjohnne03newt/page/526/mode/1up,,,No,II,LXI,Ordinances,"In themselves, as weak as worms","7,7,7,7",,
The Light and Glory of the Word,,,,,FALSE,,,,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.BIBLE.h2_62.html,https://archive.org/details/worksofrevjohnne03newt/page/527/mode/1up,,,Yes,II,LXII,Ordinances,The Spirit breathes upon the word,"8,6,8,6",On the Scripture,
The Word More Precious Than Gold,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.BIBLE.h2_63.html,https://archive.org/details/worksofrevjohnne03newt/page/528/mode/1up,,,No,II,LXIII,Ordinances,Precious Bible! what a treasure,"8,7,8,7,7,7",,
On the Commencement of Hostilities inAmerica,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.PROVIDEN.h2_64.html,https://archive.org/details/worksofrevjohnne03newt/page/529/mode/1up,,,No,II,LXIV,Ordinances,"The gath’ring clouds, with aspect dark","8,6,8,6",Providences,
Confession and Prayer,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FAST.h2_65.html,https://archive.org/details/worksofrevjohnne03newt/page/530/mode/1up,,,No,II,LXV,Ordinances,Oh ! may the pow'r which melts the rock,"8,8,8,8",Fast Day Hymns,
Moses and Amalek,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FAST.h2_66.html,https://archive.org/details/worksofrevjohnne03newt/page/531/mode/1up,,,No,II,LXVI,Ordinances,While Joshua led the armed bands,"8,6,8,6",,
The Hiding Place,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FAST.h2_67.html,https://archive.org/details/worksofrevjohnne03newt/page/532/mode/1up,,,No,II,LXVII,Ordinances,See the gloomy gath'ring cloud,"7,7,7,7",,
On the Earthquake,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FAST.h2_68.html,https://archive.org/details/worksofrevjohnne03newt/page/533/mode/1up,,,No,II,LXVIII,Ordinances,Although on massy pillars built,"8,6,8,6",,
On the Fire at Olney,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FAST.h2_69.html,https://archive.org/details/worksofrevjohnne03newt/page/535/mode/1up,,,No,II,LXIX,Ordinances,Wearied by day with toils and cares,"8,8,8,8",,
A Welcome to Christian Friends,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FAST.h2_70.html,https://archive.org/details/worksofrevjohnne03newt/page/536/mode/1up,,,No,II,LXX,Ordinances,"Kindred in Christ, for his dear sake","8,8,8,8",,
At Parting,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FAST.h2_71.html,https://archive.org/details/worksofrevjohnne03newt/page/537/mode/1up,,,No,II,LXXI,Ordinances,As the sun's enliv'ning eye,"7,7,7,7",,
On the Death of a Believer,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_72.html,https://archive.org/details/worksofrevjohnne03newt/page/538/mode/1up,,,No,II,LXXII,Ordinances,In vain my fancy strives to paint,"8,6,8,6",Funeral Hymns,
On the Death of a Minister,,,,,FALSE,,,,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_73.html,https://archive.org/details/worksofrevjohnne03newt/page/539/mode/1up,,,Yes,II,LXXIII,Ordinances,His master taken from his head,"8,6,8,6",,
The Tolling Bell,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_74.html,https://archive.org/details/worksofrevjohnne03newt/page/539/mode/1up,,,No,II,LXXIV,Ordinances,"Oft as the bell, with solemn toll","8,8,8,8",,
Hope Beyond the Grave,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_75.html,https://archive.org/details/worksofrevjohnne03newt/page/540/mode/1up,,,No,II,LXXV,Ordinances,"My soul, this curious house of clay","8,6,8,6",,
There the Weary are at Rest,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_76.html,https://archive.org/details/worksofrevjohnne03newt/page/541/mode/1up,,,No,II,LXXVI,Ordinances,"Courage, my soul! behold the prize","8,6,8,6",,
The Day of Judgment,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_77.html,https://archive.org/details/worksofrevjohnne03newt/page/542/mode/1up,,,No,II,LXXVII,Ordinances,"Day of judgment, day of wonders!","8,7,8,7,11",,
The Day of the Lord,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_78.html,https://archive.org/details/worksofrevjohnne03newt/page/543/mode/1up,,,No,II,LXXVIII,Ordinances,"God, with one piercing glance, looks through","8,8,8,8",,
The Great Tribunal,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.FUNERAL.h2_79.html,https://archive.org/details/worksofrevjohnne03newt/page/544/mode/1up,,,No,II,LXXIX,Ordinances,"John, in a vision, saw the day","7,7,7,7",,"First line technically has 8 syllables; CCEL omitted ""a"""
The Old and New Creation,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_80.html,https://archive.org/details/worksofrevjohnne03newt/page/546/mode/1up,,,No,II,LXXX,Ordinances,That was a wonder–working word,"8,8,8,8",Creation,
The Book of Creation,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_81.html,https://archive.org/details/worksofrevjohnne03newt/page/547/mode/1up,,,No,II,LXXXI,Ordinances,The book of nature open lies,"8,6,8,6",,
The Rainbow,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_82.html,https://archive.org/details/worksofrevjohnne03newt/page/548/mode/1up,,,No,II,LXXXII,Ordinances,"When the sun, with cheerful beams","7,7,7,7,7,7",,
Thunder,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_83.html,https://archive.org/details/worksofrevjohnne03newt/page/549/mode/1up,,,No,II,LXXXIII,Ordinances,When a black o'erspreading cloud,"8,6,8,6",,
Lightning in the Night,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_84.html,https://archive.org/details/worksofrevjohnne03newt/page/550/mode/1up,,,No,II,LXXXIV,Ordinances,A glance from heav'n with sweet effect,"8,8,8,8",,
"On the Eclifise of the Monv, July 30, 1776.",,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_85.html,https://archive.org/details/worksofrevjohnne03newt/page/551/mode/1up,,,No,II,LXXXV,Ordinances,The moon in silver glory shone,"8,6,8,6",,
Moon-light,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_86.html,https://archive.org/details/worksofrevjohnne03newt/page/552/mode/1up,,,No,II,LXXXVI,Ordinances,The moon has but a borrow'd light,"8,6,8,6",,
The Sea,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_87.html,https://archive.org/details/worksofrevjohnne03newt/page/553/mode/1up,,,No,II,LXXXVII,Ordinances,If for a time the air be calm,"8,8,8,8",,
The Flood,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_88.html,https://archive.org/details/worksofrevjohnne03newt/page/554/mode/1up,,,No,II,LXXXVIII,Ordinances,Though small the drops of falling rain,"8,6,8,6",,
The Thaw,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_89.html,https://archive.org/details/worksofrevjohnne03newt/page/555/mode/1up,,,No,II,LXXXIX,Ordinances,The ice and snow we lately saw,"8,6,8,6",,
The Loadstone,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_90.html,https://archive.org/details/worksofrevjohnne03newt/page/556/mode/1up,,,No,II,XC,Ordinances,As needles point towards the pole,"8,8,8,8",,
The Spider and Bee,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_91.html,https://archive.org/details/worksofrevjohnne03newt/page/557/mode/1up,,,No,II,XCI,Ordinances,On the same flow'r we often see,"8,8,8,8",,
The Bee Saved from the Spider,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_92.html,https://archive.org/details/worksofrevjohnne03newt/page/558/mode/1up,,,No,II,XCII,Ordinances,The subtle spider often weaves,"8,6,8,6",,
The Tamed Lion,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_93.html,https://archive.org/details/worksofrevjohnne03newt/page/559/mode/1up,,,No,II,XCIII,Ordinances,"A lion, though by nature wild","8,6,8,6",,
Sheep,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_94.html,https://archive.org/details/worksofrevjohnne03newt/page/560/mode/1up,,,No,II,XCIV,Ordinances,The Savior calls his people sheep,"8,8,8,8",,
The Garden,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_95.html,https://archive.org/details/worksofrevjohnne03newt/page/561/mode/1up,,,No,II,XCV,Ordinances,A garden contemplation suits,"8,6,8,6",,
For a Garden-seat or Summer-house,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_96.html,https://archive.org/details/worksofrevjohnne03newt/page/562/mode/1up,,,No,II,XCVI,Ordinances,A shelter from the rain or wind,"8,6,8,6",,
The Creatures in the Lord's Hands,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_97.html,https://archive.org/details/worksofrevjohnne03newt/page/563/mode/1up,,,No,II,XCVII,Ordinances,The water stood like walls of brass,"8,8,8,8",,
On Dreaming,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_98.html,https://archive.org/details/worksofrevjohnne03newt/page/564/mode/1up,,,No,II,XCVIII,Ordinances,When slumber seals our weary eyes,"8,8,8,8",,
The World,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_99.html,https://archive.org/details/worksofrevjohnne03newt/page/565/mode/1up,,,No,II,XCIX,Ordinances,"See, the world for youth prepares","7,7,7,7",,
The Enchantment Dissolved,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_100.html,https://archive.org/details/worksofrevjohnne03newt/page/567/mode/1up,,,No,II,C,Ordinances,Blinded in youth by Satan’s arts,"8,8,6,8,8,6",,ToC for Book II: https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.TOC2.html
