Title,Word count,#REF!,Type,S.E. omnibus name,In omnibus?,Date published,#REF!,First published in,Also published in,Alternate title(s),Transcription,Page scans,Notes,Custom columns...,by Cowper,Book Number,Hymn Number,Reference or Section,First Line,Meter,Sub-section,Notes
The Rainbow,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_82.html,https://archive.org/details/worksofrevjohnne03newt/page/548/mode/1up,,,No,II,LXXXII,Ordinances,"When the sun, with cheerful beams","7,7,7,7,7,7",,
Thunder,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_83.html,https://archive.org/details/worksofrevjohnne03newt/page/549/mode/1up,,,No,II,LXXXIII,Ordinances,When a black o'erspreading cloud,"8,6,8,6",,
Lightning in the Night,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_84.html,https://archive.org/details/worksofrevjohnne03newt/page/550/mode/1up,,,No,II,LXXXIV,Ordinances,A glance from heav'n with sweet effect,"8,8,8,8",,
"On the Eclifise of the Monv, July 30, 1776.",,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_85.html,https://archive.org/details/worksofrevjohnne03newt/page/551/mode/1up,,,No,II,LXXXV,Ordinances,The moon in silver glory shone,"8,6,8,6",,
Moon-light,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_86.html,https://archive.org/details/worksofrevjohnne03newt/page/552/mode/1up,,,No,II,LXXXVI,Ordinances,The moon has but a borrow'd light,"8,6,8,6",,
The Sea,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_87.html,https://archive.org/details/worksofrevjohnne03newt/page/553/mode/1up,,,No,II,LXXXVII,Ordinances,If for a time the air be calm,"8,8,8,8",,
The Flood,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_88.html,https://archive.org/details/worksofrevjohnne03newt/page/554/mode/1up,,,No,II,LXXXVIII,Ordinances,Though small the drops of falling rain,"8,6,8,6",,
The Thaw,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_89.html,https://archive.org/details/worksofrevjohnne03newt/page/555/mode/1up,,,No,II,LXXXIX,Ordinances,The ice and snow we lately saw,"8,6,8,6",,
The Loadstone,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_90.html,https://archive.org/details/worksofrevjohnne03newt/page/556/mode/1up,,,No,II,XC,Ordinances,As needles point towards the pole,"8,8,8,8",,
The Spider and Bee,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_91.html,https://archive.org/details/worksofrevjohnne03newt/page/557/mode/1up,,,No,II,XCI,Ordinances,On the same flow'r we often see,"8,8,8,8",,
The Bee Saved from the Spider,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_92.html,https://archive.org/details/worksofrevjohnne03newt/page/558/mode/1up,,,No,II,XCII,Ordinances,The subtle spider often weaves,"8,6,8,6",,
The Tamed Lion,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_93.html,https://archive.org/details/worksofrevjohnne03newt/page/559/mode/1up,,,No,II,XCIII,Ordinances,"A lion, though by nature wild","8,6,8,6",,
Sheep,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_94.html,https://archive.org/details/worksofrevjohnne03newt/page/560/mode/1up,,,No,II,XCIV,Ordinances,The Savior calls his people sheep,"8,8,8,8",,
The Garden,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_95.html,https://archive.org/details/worksofrevjohnne03newt/page/561/mode/1up,,,No,II,XCV,Ordinances,A garden contemplation suits,"8,6,8,6",,
For a Garden-seat or Summer-house,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_96.html,https://archive.org/details/worksofrevjohnne03newt/page/562/mode/1up,,,No,II,XCVI,Ordinances,A shelter from the rain or wind,"8,6,8,6",,
The Creatures in the Lord's Hands,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_97.html,https://archive.org/details/worksofrevjohnne03newt/page/563/mode/1up,,,No,II,XCVII,Ordinances,The water stood like walls of brass,"8,8,8,8",,
On Dreaming,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_98.html,https://archive.org/details/worksofrevjohnne03newt/page/564/mode/1up,,,No,II,XCVIII,Ordinances,When slumber seals our weary eyes,"8,8,8,8",,
The World,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_99.html,https://archive.org/details/worksofrevjohnne03newt/page/565/mode/1up,,,No,II,XCIX,Ordinances,"See, the world for youth prepares","7,7,7,7",,
The Enchantment Dissolved,,,Poetry,,FALSE,1810-01,,THE WORKS THE REV. JOHN NEWTON,,,https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.CREATION.h2_100.html,https://archive.org/details/worksofrevjohnne03newt/page/567/mode/1up,,,No,II,C,Ordinances,Blinded in youth by Satan’s arts,"8,8,6,8,8,6",,ToC for Book II: https://ccel.org/ccel/newton/olneyhymns/olneyhymns.Book2.TOC2.html
